-0.0319,109.3250,Asia/Pontianak
-0.0382,-51.1748,America/Belem
-0.0542,-78.4538,America/Guayaquil
-0.0744,30.7853,Africa/Kampala
-0.0962,34.2732,Africa/Nairobi
-0.1022,34.7617,Africa/Nairobi
-0.1131,31.8539,Africa/Kampala
-0.1150,-51.2894,America/Belem
-0.1181,-67.0853,America/Manaus
-0.1340,30.4962,Africa/Kampala
-0.1549,-50.0615,America/Belem
-0.1567,-50.3867,America/Belem
-0.1582,35.1964,Africa/Nairobi
-0.1584,29.2386,Africa/Lubumbashi
-0.1600,-49.9883,America/Belem
-0.1734,35.8631,Africa/Nairobi
-0.1934,-74.7819,America/Bogota
-0.2000,10.6833,Africa/Libreville
-0.2121,36.2725,Africa/Nairobi
-0.2159,100.6334,Asia/Jakarta
-0.2298,-78.5250,America/Guayaquil
-0.2379,130.5072,Asia/Jayapura
-0.2485,35.7319,Africa/Nairobi
-0.2537,-79.1763,America/Guayaquil
-0.2709,36.3792,Africa/Nairobi
-0.2816,20.8805,Africa/Kinshasa
-0.3004,35.8094,Africa/Nairobi
-0.3072,36.0722,Africa/Nairobi
-0.3091,100.3705,Asia/Jakarta
-0.3302,35.9445,Africa/Nairobi
-0.3332,37.6459,Africa/Nairobi
-0.3338,31.7341,Africa/Kampala
-0.3582,42.5454,Africa/Mogadishu
-0.3677,35.2831,Africa/Nairobi
-0.3833,31.3500,Africa/Kampala
-0.4031,31.1572,Africa/Kampala
-0.4139,-65.0192,America/Manaus
-0.4161,31.4081,Africa/Kampala
-0.4201,36.9476,Africa/Nairobi
-0.4342,36.9168,Africa/Nairobi
-0.4497,-76.9972,America/Guayaquil
-0.4514,30.1133,Africa/Kampala
-0.4527,39.6460,Africa/Nairobi
-0.4560,100.4052,Asia/Jakarta
-0.4819,15.8999,Africa/Brazzaville
-0.4841,37.1266,Africa/Nairobi
-0.4917,117.1458,Asia/Makassar
-0.4989,37.2803,Africa/Nairobi
-0.5000,34.4000,Africa/Nairobi
-0.5040,36.3184,Africa/Nairobi
-0.5097,34.7307,Africa/Nairobi
-0.5127,-78.5707,America/Guayaquil
-0.5273,34.4571,Africa/Nairobi
-0.5364,31.6214,Africa/Kampala
-0.5399,37.4574,Africa/Nairobi
-0.5431,30.1369,Africa/Kampala
-0.5508,166.9252,Pacific/Nauru
-0.5633,34.9358,Africa/Nairobi
-0.5667,30.3833,Africa/Kampala
-0.5829,117.0950,Asia/Makassar
-0.5917,30.6286,Africa/Kampala
-0.6003,-80.4244,America/Guayaquil
-0.6047,30.6485,Africa/Kampala
-0.6093,29.1725,Africa/Lubumbashi
-0.6167,31.5500,Africa/Kampala
-0.6190,100.1200,Asia/Jakarta
-0.6210,-47.3542,America/Belem
-0.6817,34.7667,Africa/Nairobi
-0.6839,37.3570,Africa/Nairobi
-0.6983,-77.1408,America/Guayaquil
-0.6985,-80.0925,America/Guayaquil
-0.6998,29.1718,Africa/Lubumbashi
-0.7000,37.1833,Africa/Nairobi
-0.7001,10.2406,Africa/Libreville
-0.7005,100.9774,Asia/Jakarta
-0.7011,30.4939,Africa/Kampala
-0.7138,36.4326,Africa/Nairobi
-0.7167,-48.5233,America/Belem
-0.7175,-47.6997,America/Belem
-0.7193,8.7815,Africa/Libreville
-0.7210,37.1526,Africa/Nairobi
-0.7289,-47.8481,America/Belem
-0.7406,30.9963,Africa/Kampala
-0.7500,-48.0200,America/Belem
-0.7500,29.7000,Africa/Kampala
-0.7533,-48.5167,America/Belem
-0.7568,34.5983,Africa/Nairobi
-0.7702,34.7508,Africa/Nairobi
-0.7707,-47.4518,America/Belem
-0.7747,-47.1772,America/Belem
-0.8006,100.6571,Asia/Jakarta
-0.8012,34.7258,Africa/Nairobi
-0.8162,103.4611,Asia/Jakarta
-0.8254,29.3645,Africa/Lubumbashi
-0.8260,-52.5060,America/Belem
-0.8349,30.0922,Africa/Kampala
-0.8411,29.9419,Africa/Kampala
-0.8458,-80.1639,America/Guayaquil
-0.8583,-48.1417,America/Belem
-0.8629,134.0640,Asia/Jayapura
-0.8686,30.8302,Africa/Kampala
-0.8794,30.2642,Africa/Kampala
-0.8796,131.2610,Asia/Jayapura
-0.8833,29.6500,Africa/Kampala
-0.9000,30.4167,Africa/Kampala
-0.9071,34.5290,Africa/Nairobi
-0.9083,119.8708,Asia/Makassar
-0.9342,-78.6152,America/Guayaquil
-0.9361,38.0596,Africa/Nairobi
-0.9373,37.1228,Africa/Nairobi
-0.9410,-79.2266,America/Guayaquil
-0.9473,114.8962,Asia/Pontianak
-0.9492,100.3543,Asia/Jakarta
-0.9494,-80.7314,America/Guayaquil
-0.9516,122.7875,Asia/Makassar
-0.9531,-79.3551,America/Guayaquil
-0.9575,29.7897,Africa/Kampala
-0.9576,-78.6964,America/Guayaquil
-0.9667,30.4500,Africa/Kampala
-0.9667,30.6000,Africa/Kampala
-0.9731,116.7086,Asia/Makassar
-0.9736,-62.9269,America/Manaus
-0.9817,36.5864,Africa/Nairobi
-0.9867,-49.9400,America/Belem
-0.9886,36.5854,Africa/Nairobi
-0.9961,-77.8131,America/Guayaquil
-1.0011,31.4150,Africa/Dar_es_Salaam
-1.0061,30.9414,Africa/Dar_es_Salaam
-1.0114,-48.9633,America/Belem
-1.0163,103.5933,Asia/Jakarta
-1.0217,-46.6350,America/Belem
-1.0288,-79.4626,America/Guayaquil
-1.0333,37.0693,Africa/Nairobi
-1.0449,-79.6384,America/Guayaquil
-1.0458,-80.6589,America/Guayaquil
-1.0536,-46.7656,America/Belem
-1.0575,36.7762,Africa/Nairobi
-1.0576,-80.4514,America/Guayaquil
-1.0634,34.4731,Africa/Nairobi
-1.0761,-46.9031,America/Belem
-1.0808,35.8711,Africa/Nairobi
-1.0906,29.2925,Africa/Lubumbashi
-1.1015,37.0132,Africa/Nairobi
-1.1136,36.6420,Africa/Nairobi
-1.1289,-47.6200,America/Belem
-1.1333,33.9833,Africa/Dar_es_Salaam
-1.1367,12.4640,Africa/Libreville
-1.1439,31.3947,Africa/Dar_es_Salaam
-1.1466,36.9609,Africa/Nairobi
-1.1519,-48.1294,America/Belem
-1.1650,15.9700,Africa/Brazzaville
-1.1714,36.8356,Africa/Nairobi
-1.1764,36.7564,Africa/Nairobi
-1.1767,136.0820,Asia/Jayapura
-1.1867,29.4467,Africa/Lubumbashi
-1.1883,29.8461,Africa/Kampala
-1.1935,34.6197,Africa/Nairobi
-1.1958,-47.1808,America/Belem
-1.1967,-46.1400,America/Belem
-1.2000,31.4500,Africa/Dar_es_Salaam
-1.2074,-46.0236,America/Fortaleza
-1.2078,-47.3925,America/Belem
-1.2198,16.7992,Africa/Brazzaville
-1.2236,-48.2944,America/Belem
-1.2251,34.4639,Africa/Nairobi
-1.2463,36.6629,Africa/Nairobi
-1.2486,29.9899,Africa/Kampala
-1.2491,-78.6167,America/Guayaquil
-1.2537,34.4760,Africa/Dar_es_Salaam
-1.2642,104.0970,Asia/Jakarta
-1.2675,116.8289,Asia/Makassar
-1.2799,-80.4178,America/Guayaquil
-1.2832,36.8473,Africa/Nairobi
-1.2833,36.8167,Africa/Nairobi
-1.2854,29.6850,Africa/Kampala
-1.2929,30.4077,Africa/Kigali
-1.2939,-47.9264,America/Belem
-1.2952,30.3226,Africa/Kigali
-1.2955,30.3230,Africa/Kigali
-1.2986,-48.1606,America/Belem
-1.3000,36.9905,Africa/Nairobi
-1.3232,36.8802,Africa/Nairobi
-1.3306,-78.5452,America/Guayaquil
-1.3317,31.8122,Africa/Dar_es_Salaam
-1.3484,-80.5791,America/Guayaquil
-1.3500,34.3667,Africa/Dar_es_Salaam
-1.3503,-47.5756,America/Belem
-1.3525,37.4548,Africa/Nairobi
-1.3527,36.6699,Africa/Nairobi
-1.3553,-48.3419,America/Belem
-1.3614,-48.2447,America/Belem
-1.3625,-47.3058,America/Belem
-1.3655,-79.9051,America/Guayaquil
-1.3656,-48.3722,America/Belem
-1.3666,36.7332,Africa/Nairobi
